"gene_id","gRNA_group","pair_type"
"RMDN1","nt","negative_control"
"LMNB2","nt","negative_control"
"LMNB2","rs7256735","candidate"
"B3GNT5","nt","negative_control"
"DCAF4L2","nt","negative_control"
"PHLDB3","nt","negative_control"
"DIRAS1","nt","negative_control"
"DIRAS1","nt","negative_control"
"SGF29","nt","negative_control"
"SGF29","nt","negative_control"
"WDR25","nt","negative_control"
"WDR25","nt","negative_control"
"WDR25","rs5811007","candidate"
"LPCAT4","nt","negative_control"
"LPCAT4","nt","negative_control"
"SPRYD4","nt","negative_control"
"SPRYD4","nt","negative_control"
"DNAJC30","nt","negative_control"
"DNAJC30","nt","negative_control"
"KCMF1","nt","negative_control"
"EID2B","nt","negative_control"
"EID2B","nt","negative_control"
"EID2","nt","negative_control"
"RNPEP","nt","negative_control"
"CRLF3","nt","negative_control"
"CRLF3","nt","negative_control"
"CDC26","nt","negative_control"
"CDC26","nt","negative_control"
"COX8A","nt","negative_control"
"COX8A","nt","negative_control"
"COX8A","nt","negative_control"
"COX8A","rs2429454","candidate"
"SLC35G1","nt","negative_control"
"SLC35G1","nt","negative_control"
"ZBTB8OS","nt","negative_control"
"ZBTB8OS","nt","negative_control"
"ZBTB8OS","nt","negative_control"
"ZBTB8OS","nt","negative_control"
"ANAPC2","nt","negative_control"
"ANAPC2","nt","negative_control"
"RTTN","nt","negative_control"
"RTTN","nt","negative_control"
"SMIM19","nt","negative_control"
"ATAD5","nt","negative_control"
"LRRTM4","nt","negative_control"
"LRRTM4","nt","negative_control"
"LRRTM4","nt","negative_control"
"MYPOP","nt","negative_control"
"MYPOP","nt","negative_control"
"BNIP3","nt","negative_control"
"SPHK1","nt","negative_control"
"FOXG1","nt","negative_control"
"FOXG1","nt","negative_control"
"CCDC57","nt","negative_control"
"CCDC57","nt","negative_control"
"TCP11L1","nt","negative_control"
"TMEM39A","nt","negative_control"
"UFSP1","nt","negative_control"
"UFSP1","nt","negative_control"
"CHMP6","nt","negative_control"
"YES1","nt","negative_control"
"CSTF3","nt","negative_control"
"SSNA1","nt","negative_control"
"IP6K1","nt","negative_control"
"IP6K1","nt","negative_control"
"CRYBG2","nt","negative_control"
"CRYBG2","rs4526602","candidate"
"SLC35A4","nt","negative_control"
"SLC35A4","nt","negative_control"
"TPRN","nt","negative_control"
"MBLAC2","nt","negative_control"
"NUPR1","nt","negative_control"
"NUPR1","nt","negative_control"
"B3GALT6","nt","negative_control"
"LYSMD3","nt","negative_control"
"LYSMD3","nt","negative_control"
"TUBB6","nt","negative_control"
"UNC119B","nt","negative_control"
"UNC119B","rs7964008","candidate"
"ORAI3","nt","negative_control"
"UBE2O","nt","negative_control"
"UBE2O","nt","negative_control"
"PLEKHF2","nt","negative_control"
"ZDHHC21","nt","negative_control"
"BAIAP2","nt","negative_control"
"BAIAP2","nt","negative_control"
"SWI5","nt","negative_control"
"ETV4","nt","negative_control"
"ZNF169","nt","negative_control"
"SLC35E3","nt","negative_control"
"TOMM5","nt","negative_control"
"TOMM5","nt","negative_control"
"TTLL11","nt","negative_control"
"TTLL11","nt","negative_control"
"AURKAIP1","nt","negative_control"
"MTLN","nt","negative_control"
"ZNF77","nt","negative_control"
"RMI2","nt","negative_control"
"RPS6KB2","nt","negative_control"
"TMEM70","nt","negative_control"
"CCDC85B","nt","negative_control"
"CCDC85B","nt","negative_control"
"CCDC85B","nt","negative_control"
"ERCC4","nt","negative_control"
"FOSL1","nt","negative_control"
"FOSL1","nt","negative_control"
"FOSL1","nt","negative_control"
"RAB6A","nt","negative_control"
"MRPL48","nt","negative_control"
"PAAF1","nt","negative_control"
"C11orf68","nt","negative_control"
"UCP2","nt","negative_control"
"UCP2","nt","negative_control"
"UCP2","nt","negative_control"
"LONRF3","nt","negative_control"
"LONRF3","nt","negative_control"
"LONRF3","nt","negative_control"
"DRAP1","nt","negative_control"
"DRAP1","nt","negative_control"
"ALG10B","nt","negative_control"
"KCNE3","nt","negative_control"
"KCNE3","nt","negative_control"
"LIPT2","nt","negative_control"
"POLD4","nt","negative_control"
"PPP2R2D","nt","negative_control"
"PPP2R2D","nt","negative_control"
"SART1","nt","negative_control"
"CCDC14","nt","negative_control"
"RFESD","nt","negative_control"
"CLTB","nt","negative_control"
"CLTB","nt","negative_control"
"EIF3F","nt","negative_control"
"SMAD2","nt","negative_control"
"SMAD2","nt","negative_control"
"EIF1AD","nt","negative_control"
"PTPN2","nt","negative_control"
"NRIP3","nt","negative_control"
"TMEM9B","nt","negative_control"
"TMEM9B","nt","negative_control"
"BANF1","nt","negative_control"
"BANF1","nt","negative_control"
"LSM1","nt","negative_control"
"LSM1","nt","negative_control"
"LSM1","nt","negative_control"
"ZNF519","nt","negative_control"
"PHYKPL","nt","negative_control"
"PHYKPL","nt","negative_control"
"PHYKPL","nt","negative_control"
"CCNE2","nt","negative_control"
"CCNE2","nt","negative_control"
"DOLK","nt","negative_control"
"DOLK","nt","negative_control"
"CENPS","nt","negative_control"
"CENPS","nt","negative_control"
"GOLGA8A","nt","negative_control"
"GOLGA8A","nt","negative_control"
"ATG13","nt","negative_control"
"ARHGAP1","nt","negative_control"
"ARHGAP1","nt","negative_control"
"CKAP5","nt","negative_control"
"CTDSP2","nt","negative_control"
"ZNF408","nt","negative_control"
"DCTN2","nt","negative_control"
"PCCA","nt","negative_control"
"DDIT3","nt","negative_control"
"CSRP2","nt","negative_control"
"FAM131A","nt","negative_control"
"PSMD2","nt","negative_control"
"PSMD2","nt","negative_control"
"SH3BP5L","nt","negative_control"
"SH3BP5L","nt","negative_control"
"MARCKSL1","nt","negative_control"
"PACS1","nt","negative_control"
"MRPS22","nt","negative_control"
"ZNF654","nt","negative_control"
"ZNF654","nt","negative_control"
"TRAF6","nt","negative_control"
"TRAF6","nt","negative_control"
"TRAF6","nt","negative_control"
"PDIK1L","nt","negative_control"
"PDIK1L","nt","negative_control"
"PDIK1L","nt","negative_control"
"PDIK1L","rs4526602","candidate"
"DES","nt","negative_control"
"VCPIP1","nt","negative_control"
"VCPIP1","nt","negative_control"
"VCPIP1","nt","negative_control"
"GK5","nt","negative_control"
"ATR","nt","negative_control"
"ATR","nt","negative_control"
"ATR","nt","negative_control"
"ATR","nt","negative_control"
"ZDHHC14","nt","negative_control"
"CHST2","nt","negative_control"
"CHST2","nt","negative_control"
"CTBP2","nt","negative_control"
"CTBP2","rs1563272","candidate"
"KLC2","nt","negative_control"
"CA5A","nt","negative_control"
"CA5A","rs7200918","candidate"
"FBXW8","nt","negative_control"
"FUT1","nt","negative_control"
"FUT1","nt","negative_control"
"FUT1","rs580811","candidate"
"KCTD13","nt","negative_control"
"KCTD13","rs34286592","candidate"
"SEZ6L2","nt","negative_control"
"SEZ6L2","rs34286592","candidate"
"MICOS13","nt","negative_control"
"RAB1B","nt","negative_control"
"RSRC1","nt","negative_control"
"NDUFA11","nt","negative_control"
"NDUFA11","nt","negative_control"
"NDUFA11","nt","negative_control"
"YIF1A","nt","negative_control"
"GLMN","nt","negative_control"
"PDE12","nt","negative_control"
"DENND6A","nt","negative_control"
"FZD4","nt","negative_control"
"CEP135","nt","negative_control"
"THAP6","nt","negative_control"
"THAP6","nt","negative_control"
"THAP6","nt","negative_control"
"SRP72","nt","negative_control"
"SRP72","nt","negative_control"
"SRP72","nt","negative_control"
"FAM241A","nt","negative_control"
"FAM241A","nt","negative_control"
"FAM241A","nt","negative_control"
"RPL15","nt","negative_control"
"BRMS1","nt","negative_control"
"FGFBP3","nt","negative_control"
"FGFBP3","nt","negative_control"
"LARP7","nt","negative_control"
"LARP7","nt","negative_control"
"LARP7","nt","negative_control"
"LARP7","nt","negative_control"
"RESF1","nt","negative_control"
"TMEM167A","nt","negative_control"
"B4GAT1","nt","negative_control"
"SLC29A2","nt","negative_control"
"SLC29A2","nt","negative_control"
"SLC29A2","nt","negative_control"
"ZNF266","nt","negative_control"
"IQCK","nt","negative_control"
"UGT8","nt","negative_control"
"ANGEL2","nt","negative_control"
"ANGEL2","nt","negative_control"
"MSL2","nt","negative_control"
"MSL2","nt","negative_control"
"MSL2","nt","negative_control"
"AKIRIN1","nt","negative_control"
"IL20RB","nt","negative_control"
"IL20RB","nt","negative_control"
"MRPL11","nt","negative_control"
"MRPL11","nt","negative_control"
"ANKRD36C","nt","negative_control"
"ANKRD36C","nt","negative_control"
"DENND4A","nt","negative_control"
"C12orf76","nt","negative_control"
"C12orf76","nt","negative_control"
"SNAPC5","nt","negative_control"
"RPL4","nt","negative_control"
"ATP2A2","nt","negative_control"
"ATP2A2","nt","negative_control"
"LIG4","nt","negative_control"
"LIG4","nt","negative_control"
"LIG4","nt","negative_control"
"RALGAPA1","nt","negative_control"
"EXO1","nt","negative_control"
"STAG3L3","nt","negative_control"
"ZHX3","nt","negative_control"
"ZNHIT2","nt","negative_control"
"ZNF80","nt","negative_control"
"DDX23","nt","negative_control"
"DDX23","nt","negative_control"
"PITPNA","nt","negative_control"
"PITPNA","nt","negative_control"
"PIGG","nt","negative_control"
"MGA","nt","negative_control"
"MGA","nt","negative_control"
"CTU2","nt","negative_control"
"CTU2","rs10445033","candidate"
"CTU2","rs885074","candidate"
"CTU2","rs7200905","candidate"
"TRMT10C","nt","negative_control"
"ZDHHC24","nt","negative_control"
"ZDHHC24","nt","negative_control"
"ZDHHC24","nt","negative_control"
"CYB561D1","nt","negative_control"
"FAM174A","nt","negative_control"
"C16orf91","nt","negative_control"
"LEMD3","nt","negative_control"
"LEMD3","nt","negative_control"
"CTSF","nt","negative_control"
"SLC25A30","nt","negative_control"
"SLC25A30","nt","negative_control"
"SLC25A30","nt","negative_control"
"GNG5","nt","negative_control"
"FBXO45","nt","negative_control"
"FBXO45","rs9325434","candidate"
"FBXO45","rs4916481","candidate"
"FBXO45","rs11712192","candidate"
"KLHL15","nt","negative_control"
"CEP19","nt","negative_control"
"CCS","nt","negative_control"
"UBXN2A","nt","negative_control"
"UBXN2A","nt","negative_control"
"XXYLT1","nt","negative_control"
"RBM4","nt","negative_control"
"SWSAP1","nt","negative_control"
"HOXB2","nt","negative_control"
"RBM4B","nt","negative_control"
"RBM4B","nt","negative_control"
"GOLIM4","nt","negative_control"
"SPTBN2","nt","negative_control"
"SPTBN2","nt","negative_control"
"SPTBN2","nt","negative_control"
"CBX2","nt","negative_control"
"PHC3","nt","negative_control"
"ZNF791","nt","negative_control"
"PHOSPHO1","nt","negative_control"
"PHOSPHO1","nt","negative_control"
"DPY19L1","nt","negative_control"
"NET1","nt","negative_control"
"NET1","nt","negative_control"
"PLK3","nt","negative_control"
"ENDOV","nt","negative_control"
"EIF1","nt","negative_control"
"EIF1","nt","negative_control"
"JUP","nt","negative_control"
"CNP","nt","negative_control"
"STAT5B","nt","negative_control"
"AGFG1","nt","negative_control"
"C1orf100","nt","negative_control"
"TOMM20","nt","negative_control"
"TOMM20","nt","negative_control"
"TOMM20","nt","negative_control"
"C11orf80","nt","negative_control"
"C11orf80","nt","negative_control"
"PSMD1","nt","negative_control"
"PSMD1","nt","negative_control"
"BCLAF3","nt","negative_control"
"EIF1AX","nt","negative_control"
"EIF1AX","nt","negative_control"
"UQCRH","nt","negative_control"
"RCE1","nt","negative_control"
"RCE1","nt","negative_control"
"RCE1","nt","negative_control"
"SLC19A1","nt","negative_control"
"TRAPPC3L","nt","negative_control"
"LRFN4","nt","negative_control"
"NMNAT1","nt","negative_control"
"SCAI","nt","negative_control"
"PC","nt","negative_control"
"NUDT4","nt","negative_control"
"NUDT4","rs4761702","candidate"
"SULT1B1","nt","negative_control"
"SULT1B1","nt","negative_control"
"CEP83","nt","negative_control"
"CCDC106","nt","negative_control"
"CHD2","nt","negative_control"
"CHD2","nt","negative_control"
"ADGRF3","nt","negative_control"
"NABP1","nt","negative_control"
"SNX33","nt","negative_control"
"ZNF622","nt","negative_control"
"MOB1B","nt","negative_control"
"MOB1B","nt","negative_control"
"GMPPB","nt","negative_control"
"GMPPB","nt","negative_control"
"PEAK1","nt","negative_control"
"PEAK1","nt","negative_control"
"VEGFB","nt","negative_control"
"VEGFB","rs2429454","candidate"
"FKBP2","nt","negative_control"
"FKBP2","rs2429454","candidate"
"SMARCC1","nt","negative_control"
"PPP1R14B","nt","negative_control"
"PPP1R14B","nt","negative_control"
"PPP1R14B","rs2429454","candidate"
"RNF26","nt","negative_control"
"RNF26","nt","negative_control"
"THAP2","nt","negative_control"
"THAP2","nt","negative_control"
"EHBP1L1","nt","negative_control"
"MICOS10","nt","negative_control"
"MICOS10","nt","negative_control"
"MICOS10","nt","negative_control"
"NAA20","nt","negative_control"
"ARV1","nt","negative_control"
"DAG1","nt","negative_control"
"DAG1","nt","negative_control"
"MAP3K11","nt","negative_control"
"MAP3K11","nt","negative_control"
"MAP3K11","nt","negative_control"
"ZBTB21","nt","negative_control"
"MZT2A","nt","negative_control"
"SNCG","nt","negative_control"
"GPR137","nt","negative_control"
"GPR137","rs2429454","candidate"
"GOLGB1","nt","negative_control"
"IQCB1","nt","negative_control"
"GLRX","nt","negative_control"
"VANGL1","nt","negative_control"
"MFSD4B","nt","negative_control"
"MFSD4B","nt","negative_control"
"AHSA2P","nt","negative_control"
"AHSA2P","nt","negative_control"
"CKS1B","nt","negative_control"
"CYSLTR1","nt","negative_control"
"PARP14","nt","negative_control"
"PARP14","nt","negative_control"
"MTX1","nt","negative_control"
"MTX1","nt","negative_control"
"COMMD1","nt","negative_control"
"COMMD1","nt","negative_control"
"ESRRA","nt","negative_control"
"ESRRA","rs2429454","candidate"
"NOC3L","nt","negative_control"
"MRPL57","nt","negative_control"
"MRPL57","nt","negative_control"
"KDM2A","nt","negative_control"
"KDM2A","nt","negative_control"
"TRMT112","nt","negative_control"
"TRMT112","rs2429454","candidate"
"COQ2","nt","negative_control"
"COQ2","nt","negative_control"
"FAM222B","nt","negative_control"
"FAM222B","rs35531439","candidate"
"HECTD4","nt","negative_control"
"ZNF680","nt","negative_control"
"ZNF680","nt","negative_control"
"RELA","nt","negative_control"
"RELA","nt","negative_control"
"GRK2","nt","negative_control"
"TADA2B","nt","negative_control"
"TADA2B","nt","negative_control"
"TADA2B","nt","negative_control"
"TADA2B","rs11731274","candidate"
"DCAKD","nt","negative_control"
"DCAKD","nt","negative_control"
"GXYLT2","nt","negative_control"
"GXYLT2","nt","negative_control"
"KAT5","nt","negative_control"
"KAT5","nt","negative_control"
"XKR3","nt","negative_control"
"LCLAT1","nt","negative_control"
"LCLAT1","nt","negative_control"
"PHF8","nt","negative_control"
"PHF8","nt","negative_control"
"OXSR1","nt","negative_control"
"OXSR1","nt","negative_control"
"MYD88","nt","negative_control"
"MYD88","nt","negative_control"
"ANKRD13D","nt","negative_control"
"MYEOV","nt","negative_control"
"MYEOV","nt","negative_control"
"RNASEH2C","nt","negative_control"
"DHCR7","nt","negative_control"
"DHCR7","nt","negative_control"
"DHCR7","nt","negative_control"
"NADSYN1","nt","negative_control"
"EGFL7","nt","negative_control"
"EGFL7","rs62581550","candidate"
"ZNF621","nt","negative_control"
"ZNF621","nt","negative_control"
"METAP1D","nt","negative_control"
"DMXL1","nt","negative_control"
"DMXL1","nt","negative_control"
"SP3","nt","negative_control"
"SP3","nt","negative_control"
"SP3","nt","negative_control"
"PDP2","nt","negative_control"
"PDP2","nt","negative_control"
"CES2","nt","negative_control"
"CES2","nt","negative_control"
"CES2","nt","negative_control"
"CES3","nt","negative_control"
"CES3","nt","negative_control"
"CES3","nt","negative_control"
"RARG","nt","negative_control"
"RARG","nt","negative_control"
"RARG","nt","negative_control"
"RPL38","nt","negative_control"
"RPL38","nt","negative_control"
"DCP2","nt","negative_control"
"DCP2","nt","negative_control"
"CBWD1","nt","negative_control"
"NAA16","nt","negative_control"
"TMCC1","nt","negative_control"
"TMCC1","nt","negative_control"
"CFL1","nt","negative_control"
"CFL1","nt","negative_control"
"CFL1","nt","negative_control"
"ZNF596","nt","negative_control"
"ZNF596","nt","negative_control"
"TMEM217","nt","negative_control"
"MUS81","nt","negative_control"
"FUT10","nt","negative_control"
"CORO1B","nt","negative_control"
"CORO1B","nt","negative_control"
"ZNF738","nt","negative_control"
"ZMAT3","nt","negative_control"
"ZMAT3","nt","negative_control"
"TMEM134","nt","negative_control"
"WASHC2C","nt","negative_control"
"RAD9A","nt","negative_control"
"RAD9A","nt","negative_control"
"RAD9A","nt","negative_control"
"MRPL52","nt","negative_control"
"CHCHD1","nt","negative_control"
"HCFC1","nt","negative_control"
"HCFC1","nt","negative_control"
"PPP1CA","nt","negative_control"
