"Gene","gene_id","gene"
"SSXP3","ENSG00000225198","ENSG00000225198"
"S100A11P5","ENSG00000238032","ENSG00000238032"
"SSX5","ENSG00000165583","ENSG00000165583"
"ENSG00000234780",NA,"ENSG00000234780"
"RNA5SP503","ENSG00000252856","ENSG00000252856"
"ENSG00000204368",NA,"ENSG00000204368"
"S100A11P7","ENSG00000231568","ENSG00000231568"
"ENSG00000229662",NA,"ENSG00000229662"
"SSX1","ENSG00000126752","ENSG00000126752"
"S100A11P6","ENSG00000232813","ENSG00000232813"
"ENSG00000241207",NA,"ENSG00000241207"
"ENSG00000237345",NA,"ENSG00000237345"
"SSX9P","ENSG00000204648","ENSG00000204648"
"ENSG00000234391",NA,"ENSG00000234391"
"SSXP9","ENSG00000227302","ENSG00000227302"
"S100A11P9","ENSG00000270747","ENSG00000270747"
"SSX3","ENSG00000165584","ENSG00000165584"
"ENSG00000225055",NA,"ENSG00000225055"
"ENSG00000234448",NA,"ENSG00000234448"
"SSX4","ENSG00000268009","ENSG00000268009"
"SSX4B","ENSG00000269791","ENSG00000269791"
"ENSG00000231603",NA,"ENSG00000231603"
"ENSG00000231489",NA,"ENSG00000231489"
"ENSG00000235350",NA,"ENSG00000235350"
"ENSG00000226971",NA,"ENSG00000226971"
"SLC38A5","ENSG00000017483","ENSG00000017483"
"FTSJ1","ENSG00000068438","ENSG00000068438"
"PORCN","ENSG00000102312","ENSG00000102312"
"EBP","ENSG00000147155","ENSG00000147155"
"ENSG00000286268",NA,"ENSG00000286268"
"TBC1D25","ENSG00000068354","ENSG00000068354"
"RBM3","ENSG00000102317","ENSG00000102317"
"MRPL32P1","ENSG00000220125","ENSG00000220125"
"WDR13","ENSG00000101940","ENSG00000101940"
"VN1R110P","ENSG00000231725","ENSG00000231725"
"WAS","ENSG00000015285","ENSG00000015285"
"SUV39H1","ENSG00000101945","ENSG00000101945"
"GLOD5","ENSG00000171433","ENSG00000171433"
"ENSG00000233585",NA,"ENSG00000233585"
"GATA1","ENSG00000102145","ENSG00000102145"
"HDAC6","ENSG00000094631","ENSG00000094631"
"ERAS","ENSG00000187682","ENSG00000187682"
"PCSK1N","ENSG00000102109","ENSG00000102109"
"PQBP1","ENSG00000102103","ENSG00000102103"
"TIMM17B","ENSG00000126768","ENSG00000126768"
"SLC35A2","ENSG00000102100","ENSG00000102100"
"PIM2","ENSG00000102096","ENSG00000102096"
"OTUD5","ENSG00000068308","ENSG00000068308"
"KCND1","ENSG00000102057","ENSG00000102057"
"GRIPAP1","ENSG00000068400","ENSG00000068400"
"TFE3","ENSG00000068323","ENSG00000068323"
"CCDC120","ENSG00000147144","ENSG00000147144"
"PRAF2","ENSG00000243279","ENSG00000243279"
"WDR45","ENSG00000196998","ENSG00000196998"
"GPKOW","ENSG00000068394","ENSG00000068394"
"ENSG00000280116",NA,"ENSG00000280116"
"MAGIX","ENSG00000269313","ENSG00000269313"
"PLP2","ENSG00000102007","ENSG00000102007"
"PRICKLE3","ENSG00000012211","ENSG00000012211"
"SYP","ENSG00000102003","ENSG00000102003"
"CACNA1F","ENSG00000102001","ENSG00000102001"
"HSPB1P2","ENSG00000230216","ENSG00000230216"
"CCDC22","ENSG00000101997","ENSG00000101997"
"FOXP3","ENSG00000049768","ENSG00000049768"
"PPP1R3F","ENSG00000049769","ENSG00000049769"
"GAGE10","ENSG00000215274","ENSG00000215274"
"GAGE12J","ENSG00000224659","ENSG00000224659"
"GAGE13","ENSG00000274274","ENSG00000274274"
"GAGE2E","ENSG00000275113","ENSG00000275113"
"GAGE12B","ENSG00000236737","ENSG00000236737"
"GAGE12C","ENSG00000237671","ENSG00000237671"
"GAGE12D","ENSG00000227488","ENSG00000227488"
"GAGE12F","ENSG00000236362","ENSG00000236362"
"GAGE12E","ENSG00000216649","ENSG00000216649"
"GAGE12G","ENSG00000215269","ENSG00000215269"
"GAGE12H","ENSG00000224902","ENSG00000224902"
"GAGE1","ENSG00000205777","ENSG00000205777"
"GAGE2A","ENSG00000189064","ENSG00000189064"
"VDAC1P2","ENSG00000213856","ENSG00000213856"
"SALL1P1","ENSG00000227391","ENSG00000227391"
"PAGE1","ENSG00000068985","ENSG00000068985"
"PAGE4","ENSG00000101951","ENSG00000101951"
"USP27X","ENSG00000273820","ENSG00000273820"
"CPSF1P2","ENSG00000220132","ENSG00000220132"
"CLCN5","ENSG00000171365","ENSG00000171365"
"PYY3","ENSG00000181977","ENSG00000181977"
"AKAP4","ENSG00000147081","ENSG00000147081"
"CCNB3","ENSG00000147082","ENSG00000147082"
"DGKK","ENSG00000274588","ENSG00000274588"
"SHROOM4","ENSG00000158352","ENSG00000158352"
"H3P44","ENSG00000226881","ENSG00000226881"
"BMP15","ENSG00000130385","ENSG00000130385"
"HMGB1P15","ENSG00000238190","ENSG00000238190"
"ENSG00000227493",NA,"ENSG00000227493"
"ENSG00000230926",NA,"ENSG00000230926"
"ENSG00000237926",NA,"ENSG00000237926"
"NUDT10","ENSG00000122824","ENSG00000122824"
"EZHIP","ENSG00000187690","ENSG00000187690"
"NUDT11","ENSG00000196368","ENSG00000196368"
"CENPVL3","ENSG00000224109","ENSG00000224109"
"CENPVL2","ENSG00000283093","ENSG00000283093"
"CENPVL1","ENSG00000223591","ENSG00000223591"
"GSPT2","ENSG00000189369","ENSG00000189369"
"MAGED1","ENSG00000179222","ENSG00000179222"
"ENSG00000236576",NA,"ENSG00000236576"
"ENSG00000228827",NA,"ENSG00000228827"
"IPO7P1","ENSG00000232951","ENSG00000232951"
"UQCR10P1","ENSG00000237528","ENSG00000237528"
"TPMTP3","ENSG00000232562","ENSG00000232562"
"MAGED4B","ENSG00000187243","ENSG00000187243"
"MAGED4","ENSG00000154545","ENSG00000154545"
"ENSG00000276474",NA,"ENSG00000276474"
"XAGE2","ENSG00000155622","ENSG00000155622"
"ENSG00000225957",NA,"ENSG00000225957"
"ENSG00000276897",NA,"ENSG00000276897"
"ENSG00000224556",NA,"ENSG00000224556"
"ENSG00000250084",NA,"ENSG00000250084"
"ENSG00000278358",NA,"ENSG00000278358"
"ENSG00000278160",NA,"ENSG00000278160"
"RBM22P6","ENSG00000275643","ENSG00000275643"
"XAGE1A","ENSG00000204379","ENSG00000204379"
"RBM22P7","ENSG00000223395","ENSG00000223395"
"XAGE1B","ENSG00000204382","ENSG00000204382"
"ENSG00000277289",NA,"ENSG00000277289"
"ENSG00000227058",NA,"ENSG00000227058"
"ENSG00000231593",NA,"ENSG00000231593"
"ENSG00000228771",NA,"ENSG00000228771"
"SSXP4","ENSG00000185319","ENSG00000185319"
"SSXP1","ENSG00000197185","ENSG00000197185"
"ENSG00000234792",NA,"ENSG00000234792"
"SSX8P","ENSG00000157965","ENSG00000157965"
"SSX7","ENSG00000187754","ENSG00000187754"
"ENSG00000228354",NA,"ENSG00000228354"
"RNA5SP504","ENSG00000222608","ENSG00000222608"
"SSXP5","ENSG00000225508","ENSG00000225508"
"S100A11P10","ENSG00000237275","ENSG00000237275"
"SSX2","ENSG00000241476","ENSG00000241476"
"ENSG00000223958",NA,"ENSG00000223958"
"ENSG00000225397",NA,"ENSG00000225397"
"ENSG00000229826",NA,"ENSG00000229826"
"SSX2B","ENSG00000268447","ENSG00000268447"
"S100A11P8","ENSG00000269281","ENSG00000269281"
"ENSG00000226867",NA,"ENSG00000226867"
"SPANXN5","ENSG00000204363","ENSG00000204363"
"ENSG00000229885",NA,"ENSG00000229885"
"XAGE5","ENSG00000171405","ENSG00000171405"
"ENSG00000196395",NA,"ENSG00000196395"
"EIF4A2P4","ENSG00000224781","ENSG00000224781"
"XAGE3","ENSG00000171402","ENSG00000171402"
"FAM156B","ENSG00000179304","ENSG00000179304"
"FAM156A","ENSG00000268350","ENSG00000268350"
"GPR173","ENSG00000184194","ENSG00000184194"
"ENSG00000270497",NA,"ENSG00000270497"
"TSPYL2","ENSG00000184205","ENSG00000184205"
"KANTR","ENSG00000232593","ENSG00000232593"
"ENSG00000235224",NA,"ENSG00000235224"
"ACTG1P10","ENSG00000231340","ENSG00000231340"
"ENSG00000227329",NA,"ENSG00000227329"
"KDM5C","ENSG00000126012","ENSG00000126012"
"IQSEC2","ENSG00000124313","ENSG00000124313"
"RPSAP62","ENSG00000226299","ENSG00000226299"
"ENSG00000236571",NA,"ENSG00000236571"
"MPV17L2P1","ENSG00000234413","ENSG00000234413"
"SMC1A","ENSG00000072501","ENSG00000072501"
"RIBC1","ENSG00000158423","ENSG00000158423"
"HSD17B10","ENSG00000072506","ENSG00000072506"
"TIPINP1","ENSG00000235416","ENSG00000235416"
"HUWE1","ENSG00000086758","ENSG00000086758"
"ENSG00000224735",NA,"ENSG00000224735"
"ENSG00000226110",NA,"ENSG00000226110"
"MRPL32P2","ENSG00000229037","ENSG00000229037"
"MRPS18CP7","ENSG00000235916","ENSG00000235916"
"RNA5SP505","ENSG00000201618","ENSG00000201618"
"PHF8","ENSG00000172943","ENSG00000172943"
"FAM120C","ENSG00000184083","ENSG00000184083"
"RPL37P24","ENSG00000224949","ENSG00000224949"
"WNK3","ENSG00000196632","ENSG00000196632"
"RPL7AP71","ENSG00000234566","ENSG00000234566"
"TSR2","ENSG00000158526","ENSG00000158526"
"FGD1","ENSG00000102302","ENSG00000102302"
"GNL3L","ENSG00000130119","ENSG00000130119"
"PGAM4P1","ENSG00000215197","ENSG00000215197"
"ITIH6","ENSG00000102313","ENSG00000102313"
"MAGED2","ENSG00000102316","ENSG00000102316"
"ENSG00000275387",NA,"ENSG00000275387"
"TRO","ENSG00000067445","ENSG00000067445"
"PFKFB1","ENSG00000158571","ENSG00000158571"
"APEX2","ENSG00000169188","ENSG00000169188"
"ALAS2","ENSG00000158578","ENSG00000158578"
"ENSG00000278283",NA,"ENSG00000278283"
"HDGFL3P1","ENSG00000234466","ENSG00000234466"
"PAGE2B","ENSG00000238269","ENSG00000238269"
"PAGE2","ENSG00000234068","ENSG00000234068"
"ENSG00000278319",NA,"ENSG00000278319"
"ENSG00000276929",NA,"ENSG00000276929"
"FAM104B","ENSG00000182518","ENSG00000182518"
"ENSG00000186678",NA,"ENSG00000186678"
"MT-MTCO1P52",NA,"MT-MTCO1P52"
"MT-MTND2P24",NA,"MT-MTND2P24"
"MT-MTND1P30",NA,"MT-MTND1P30"
"MT-MTRNR2L10",NA,"MT-MTRNR2L10"
"PAGE5","ENSG00000158639","ENSG00000158639"
"PAGE3","ENSG00000204279","ENSG00000204279"
"ENSG00000232765",NA,"ENSG00000232765"
"MAGEH1","ENSG00000187601","ENSG00000187601"
"USP51","ENSG00000247746","ENSG00000247746"
"ENSG00000277516",NA,"ENSG00000277516"
"PSMA5P1","ENSG00000235136","ENSG00000235136"
"FOXR2","ENSG00000189299","ENSG00000189299"
"ENSG00000229594",NA,"ENSG00000229594"
"ENSG00000169164",NA,"ENSG00000169164"
"RRAGB","ENSG00000083750","ENSG00000083750"
"GOT2P6","ENSG00000214745","ENSG00000214745"
"KLF8","ENSG00000102349","ENSG00000102349"
"RPL23AP83","ENSG00000234135","ENSG00000234135"
"UBQLN2","ENSG00000188021","ENSG00000188021"
"NBDY","ENSG00000204272","ENSG00000204272"
"UQCRBP1","ENSG00000237748","ENSG00000237748"
"SPIN3","ENSG00000204271","ENSG00000204271"
"SPIN2P1","ENSG00000237708","ENSG00000237708"
"SPIN2B","ENSG00000186787","ENSG00000186787"
"SPIN2A","ENSG00000147059","ENSG00000147059"
"PPP1R11P2","ENSG00000231765","ENSG00000231765"
"FAAH2","ENSG00000165591","ENSG00000165591"
"MTHFD1P1","ENSG00000231831","ENSG00000231831"
"ZXDB","ENSG00000198455","ENSG00000198455"
"NLRP2B","ENSG00000215174","ENSG00000215174"
"MDH1P1","ENSG00000227427","ENSG00000227427"
"ZXDA","ENSG00000198205","ENSG00000198205"
"MYCLP2","ENSG00000228004","ENSG00000228004"
"KRT8P17","ENSG00000235124","ENSG00000235124"
"SSBL2P","ENSG00000236852","ENSG00000236852"
"MT-MTND1P31",NA,"MT-MTND1P31"
"MT-MTND2P25",NA,"MT-MTND2P25"
"ZFRP1","ENSG00000234570","ENSG00000234570"
"ENSG00000277499",NA,"ENSG00000277499"
"CBX1P1","ENSG00000230823","ENSG00000230823"
"SPIN4","ENSG00000186767","ENSG00000186767"
"ARHGEF9","ENSG00000131089","ENSG00000131089"
"BTF3P8","ENSG00000236813","ENSG00000236813"
"HNRNPDP1","ENSG00000232794","ENSG00000232794"
"ENSG00000226010",NA,"ENSG00000226010"
"AMER1","ENSG00000184675","ENSG00000184675"
"ASB12","ENSG00000198881","ENSG00000198881"
"MTMR8","ENSG00000102043","ENSG00000102043"
"KPNA4P1","ENSG00000213754","ENSG00000213754"
"PFN5P","ENSG00000283349","ENSG00000283349"
"SHC1P1","ENSG00000230889","ENSG00000230889"
"YWHAZP7","ENSG00000227261","ENSG00000227261"
"KRT8P27","ENSG00000226502","ENSG00000226502"
"GRPEL2P2","ENSG00000225814","ENSG00000225814"
"BLOC1S2P1","ENSG00000236982","ENSG00000236982"
"ZC4H2","ENSG00000126970","ENSG00000126970"
"ENSG00000237971",NA,"ENSG00000237971"
"CCT4P2","ENSG00000225569","ENSG00000225569"
"MORF4L1P5","ENSG00000231857","ENSG00000231857"
"PRXL2CP1","ENSG00000237963","ENSG00000237963"
"ZC3H12B","ENSG00000102053","ENSG00000102053"
"TLE1P1","ENSG00000228158","ENSG00000228158"
"AP1M2P1","ENSG00000227534","ENSG00000227534"
"LAS1L","ENSG00000001497","ENSG00000001497"
"FRMD8P1","ENSG00000227942","ENSG00000227942"
"MSN","ENSG00000147065","ENSG00000147065"
"NANOGP9","ENSG00000231809","ENSG00000231809"
"ENSG00000276689",NA,"ENSG00000276689"
"ETF1P3","ENSG00000233833","ENSG00000233833"
"CCNYL5","ENSG00000230039","ENSG00000230039"
"RBMXP5","ENSG00000217835","ENSG00000217835"
"VSIG4","ENSG00000155659","ENSG00000155659"
"ATXN7L3P1","ENSG00000215168","ENSG00000215168"
"EIF4BP9","ENSG00000237294","ENSG00000237294"
"HEPH","ENSG00000089472","ENSG00000089472"
"MTFR1P1","ENSG00000231356","ENSG00000231356"
"ENSG00000226820",NA,"ENSG00000226820"
"PKMP2","ENSG00000235892","ENSG00000235892"
"EDA2R","ENSG00000131080","ENSG00000131080"
"ENSG00000226280",NA,"ENSG00000226280"
"ENSG00000233710",NA,"ENSG00000233710"
"AR","ENSG00000169083","ENSG00000169083"
"BMI1P1","ENSG00000234201","ENSG00000234201"
"OPHN1","ENSG00000079482","ENSG00000079482"
"PGK1P1","ENSG00000228328","ENSG00000228328"
"AKIRIN1P2","ENSG00000228125","ENSG00000228125"
"ENSG00000225925",NA,"ENSG00000225925"
"YIPF6","ENSG00000181704","ENSG00000181704"
"RPL31P63","ENSG00000236735","ENSG00000236735"
"COX6CP12","ENSG00000234463","ENSG00000234463"
"STARD8","ENSG00000130052","ENSG00000130052"
"ACTR3P2","ENSG00000232267","ENSG00000232267"
"SERBP1P1","ENSG00000213740","ENSG00000213740"
"EFNB1","ENSG00000090776","ENSG00000090776"
"PJA1","ENSG00000181191","ENSG00000181191"
"HMGN1P35","ENSG00000172186","ENSG00000172186"
"CYCSP43","ENSG00000231706","ENSG00000231706"
"NALF2","ENSG00000130054","ENSG00000130054"
"EDA","ENSG00000158813","ENSG00000158813"
"ENSG00000285776",NA,"ENSG00000285776"
"CNOT7P1","ENSG00000233229","ENSG00000233229"
"AWAT2","ENSG00000147160","ENSG00000147160"
"OTUD6A","ENSG00000189401","ENSG00000189401"
"MT-MTCYBP31",NA,"MT-MTCYBP31"
"MT-MTND4P31",NA,"MT-MTND4P31"
"IGBP1","ENSG00000089289","ENSG00000089289"
"DGAT2L6","ENSG00000184210","ENSG00000184210"
"AWAT1","ENSG00000204195","ENSG00000204195"
"RNA5SP507","ENSG00000200473","ENSG00000200473"
"P2RY4","ENSG00000186912","ENSG00000186912"
"ARR3","ENSG00000120500","ENSG00000120500"
"RAB41","ENSG00000147127","ENSG00000147127"
"PDZD11","ENSG00000120509","ENSG00000120509"
"KIF4A","ENSG00000090889","ENSG00000090889"
"TRAPPC2LP1","ENSG00000231053","ENSG00000231053"
"GDPD2","ENSG00000130055","ENSG00000130055"
"DLG3","ENSG00000082458","ENSG00000082458"
"TEX11","ENSG00000120498","ENSG00000120498"
"ENSG00000230187",NA,"ENSG00000230187"
"WASHC3P1","ENSG00000213747","ENSG00000213747"
"SLC7A3","ENSG00000165349","ENSG00000165349"
"RPS23P8","ENSG00000230629","ENSG00000230629"
"NUTF2P7","ENSG00000229324","ENSG00000229324"
"SOCS5P4","ENSG00000227536","ENSG00000227536"
"SNX12","ENSG00000147164","ENSG00000147164"
"FOXO4","ENSG00000184481","ENSG00000184481"
"CXorf65","ENSG00000204165","ENSG00000204165"
"ENSG00000285171",NA,"ENSG00000285171"
"IL2RG","ENSG00000147168","ENSG00000147168"
"MED12","ENSG00000184634","ENSG00000184634"
"NLGN3","ENSG00000196338","ENSG00000196338"
"GJB1","ENSG00000169562","ENSG00000169562"
"ZMYM3","ENSG00000147130","ENSG00000147130"
"NONO","ENSG00000147140","ENSG00000147140"
"ITGB1BP2","ENSG00000147166","ENSG00000147166"
"ZCRB1P1","ENSG00000224208","ENSG00000224208"
"RHOG2P","ENSG00000213706","ENSG00000213706"
"TAF1","ENSG00000147133","ENSG00000147133"
"ENSG00000229601",NA,"ENSG00000229601"
"PABPN1P1","ENSG00000213018","ENSG00000213018"
"INGX","ENSG00000243468","ENSG00000243468"
"SOCS6P1","ENSG00000215120","ENSG00000215120"
"OGT","ENSG00000147162","ENSG00000147162"
"GCNA","ENSG00000147174","ENSG00000147174"
"CXCR3","ENSG00000186810","ENSG00000186810"
"ENSG00000237265",NA,"ENSG00000237265"
"ENSG00000283599",NA,"ENSG00000283599"
"ENSG00000230934",NA,"ENSG00000230934"
"CXorf49","ENSG00000215115","ENSG00000215115"
"ENSG00000226870",NA,"ENSG00000226870"
"ENSG00000237182",NA,"ENSG00000237182"
"ENSG00000237717",NA,"ENSG00000237717"
"ENSG00000234442",NA,"ENSG00000234442"
"CXorf49B","ENSG00000215113","ENSG00000215113"
"ENSG00000224617",NA,"ENSG00000224617"
"ENSG00000229030",NA,"ENSG00000229030"
"ENSG00000283178",NA,"ENSG00000283178"
"NHSL2","ENSG00000204131","ENSG00000204131"
"RPS26P11","ENSG00000196933","ENSG00000196933"
"RTL5","ENSG00000242732","ENSG00000242732"
"ENSG00000225471",NA,"ENSG00000225471"
"PIN4","ENSG00000102309","ENSG00000102309"
"ERCC6L","ENSG00000186871","ENSG00000186871"
"RPS4X","ENSG00000198034","ENSG00000198034"
"CITED1","ENSG00000125931","ENSG00000125931"
"ENSG00000285547",NA,"ENSG00000285547"
"HDAC8","ENSG00000147099","ENSG00000147099"
"PHKA1","ENSG00000067177","ENSG00000067177"
"MATR3P1","ENSG00000225858","ENSG00000225858"
"CAPZA1P3","ENSG00000213698","ENSG00000213698"
"DMRTC1B","ENSG00000184911","ENSG00000184911"
"FAM236B","ENSG00000268994","ENSG00000268994"
"FAM236D","ENSG00000225396","ENSG00000225396"
"DMRTC1","ENSG00000269502","ENSG00000269502"
"FAM236C","ENSG00000283594","ENSG00000283594"
"FAM236A","ENSG00000275520","ENSG00000275520"
"PABPC1L2B","ENSG00000184388","ENSG00000184388"
"PABPC1L2A","ENSG00000186288","ENSG00000186288"
"NAP1L6P","ENSG00000204118","ENSG00000204118"
"NAP1L2","ENSG00000186462","ENSG00000186462"
"TOMM20P4","ENSG00000230311","ENSG00000230311"
"LRRFIP2P1","ENSG00000237014","ENSG00000237014"
"YWHAZP8","ENSG00000225664","ENSG00000225664"
"CDX4","ENSG00000131264","ENSG00000131264"
"MORF4L1P6","ENSG00000233162","ENSG00000233162"
"MAP2K4P1","ENSG00000269904","ENSG00000269904"
"RPL7P53","ENSG00000237475","ENSG00000237475"
"CHIC1","ENSG00000204116","ENSG00000204116"
"SEPHS1P4","ENSG00000230146","ENSG00000230146"
"FXYD6P3","ENSG00000182707","ENSG00000182707"
"RPSAP14","ENSG00000233984","ENSG00000233984"
"SHISA5P2","ENSG00000203397","ENSG00000203397"
"AARSD1P1","ENSG00000234969","ENSG00000234969"
"UHRF2P1","ENSG00000223650","ENSG00000223650"
"DDX3P1","ENSG00000232928","ENSG00000232928"
"DDX3P2","ENSG00000230986","ENSG00000230986"
"MKRN5P","ENSG00000224430","ENSG00000224430"
"ATP5MKP1","ENSG00000231549","ENSG00000231549"
"BMP2KL","ENSG00000204113","ENSG00000204113"
"RAB11FIP1P1","ENSG00000228492","ENSG00000228492"
"ZCCHC13","ENSG00000187969","ENSG00000187969"
"ENSG00000226515",NA,"ENSG00000226515"
"RPS6P26","ENSG00000213269","ENSG00000213269"
"THAP12P1","ENSG00000230665","ENSG00000230665"
"RPS7P14","ENSG00000213695","ENSG00000213695"
"SLC16A2","ENSG00000147100","ENSG00000147100"
"HNRNPA1P25","ENSG00000231206","ENSG00000231206"
"PABPC1P3","ENSG00000230673","ENSG00000230673"
"RLIM","ENSG00000131263","ENSG00000131263"
"NEXMIF","ENSG00000050030","ENSG00000050030"
"ENSG00000271589",NA,"ENSG00000271589"
"ABCB7","ENSG00000131269","ENSG00000131269"
"UPRT","ENSG00000094841","ENSG00000094841"
"BUD31P2","ENSG00000229661","ENSG00000229661"
"TERF1P7","ENSG00000232186","ENSG00000232186"
"ZDHHC15","ENSG00000102383","ENSG00000102383"
"RPL21P134","ENSG00000233254","ENSG00000233254"
"PCNPP4","ENSG00000237089","ENSG00000237089"
"BRAFP1","ENSG00000224775","ENSG00000224775"
"TTC3P1","ENSG00000215105","ENSG00000215105"
"MAGEE2","ENSG00000186675","ENSG00000186675"
"SAR1AP4","ENSG00000233063","ENSG00000233063"
"FOXN3P2","ENSG00000226753","ENSG00000226753"
"ARL5AP5","ENSG00000232332","ENSG00000232332"
"PBDC1","ENSG00000102390","ENSG00000102390"
"MMADHCP1","ENSG00000237252","ENSG00000237252"
"ENSG00000274398",NA,"ENSG00000274398"
"LDHBP2","ENSG00000213684","ENSG00000213684"
"MAGEE1","ENSG00000198934","ENSG00000198934"
"RNA5SP508","ENSG00000223259","ENSG00000223259"
"TRAPPC13P1","ENSG00000235447","ENSG00000235447"
"RNA5SP509","ENSG00000201447","ENSG00000201447"
"SPRYD7P1","ENSG00000234404","ENSG00000234404"
"FGF16","ENSG00000196468","ENSG00000196468"
"ATRX","ENSG00000085224","ENSG00000085224"
"FABP5P15","ENSG00000237106","ENSG00000237106"
"MAGT1","ENSG00000102158","ENSG00000102158"
"COX7B","ENSG00000131174","ENSG00000131174"
"ATP7A","ENSG00000165240","ENSG00000165240"
"PGK1","ENSG00000102144","ENSG00000102144"
"ENSG00000248503",NA,"ENSG00000248503"
"PGAM4","ENSG00000226784","ENSG00000226784"
"TAF9B","ENSG00000187325","ENSG00000187325"
"FNDC3CP","ENSG00000223592","ENSG00000223592"
"CYSLTR1","ENSG00000173198","ENSG00000173198"
"HMGN1P34","ENSG00000224755","ENSG00000224755"
"UBE2V1P7","ENSG00000235061","ENSG00000235061"
"RTL3","ENSG00000179300","ENSG00000179300"
"PPATP2","ENSG00000271433","ENSG00000271433"
"LPAR4","ENSG00000147145","ENSG00000147145"
"RPL7P54","ENSG00000227645","ENSG00000227645"
"P2RY10","ENSG00000078589","ENSG00000078589"
"P2RY10BP","ENSG00000232168","ENSG00000232168"
"GPR174","ENSG00000147138","ENSG00000147138"
"CTHRC1P1","ENSG00000271005","ENSG00000271005"
"KIF4CP","ENSG00000225025","ENSG00000225025"
"ITM2A","ENSG00000078596","ENSG00000078596"
"CORO1CP1","ENSG00000270268","ENSG00000270268"
"TBX22","ENSG00000277800","ENSG00000277800"
"CHMP1B2P","ENSG00000278530","ENSG00000278530"
"TENT5D","ENSG00000174016","ENSG00000174016"
"HNRNPH3P1","ENSG00000230247","ENSG00000230247"
"WBP11P3","ENSG00000228051","ENSG00000228051"
"HK2P1","ENSG00000228612","ENSG00000228612"
"BRWD3","ENSG00000165288","ENSG00000165288"
"PSMA1P1","ENSG00000225715","ENSG00000225715"
"VDAC1P1","ENSG00000073905","ENSG00000073905"
"HMGN5","ENSG00000198157","ENSG00000198157"
"SH3BGRL","ENSG00000131171","ENSG00000131171"
"ENSG00000231875",NA,"ENSG00000231875"
"ENSG00000224523",NA,"ENSG00000224523"
"PDK1P2","ENSG00000233446","ENSG00000233446"
"EIF3JP1","ENSG00000228041","ENSG00000228041"
"RPL22P22","ENSG00000213653","ENSG00000213653"
"EIF3MP1","ENSG00000236365","ENSG00000236365"
"ATG4AP1","ENSG00000232735","ENSG00000232735"
"POU3F4","ENSG00000196767","ENSG00000196767"
"POMPP1","ENSG00000236870","ENSG00000236870"
"TERF1P4","ENSG00000215102","ENSG00000215102"
"CYLC1","ENSG00000183035","ENSG00000183035"
"RPS6KA6","ENSG00000072133","ENSG00000072133"
"HDX","ENSG00000165259","ENSG00000165259"
"ENSG00000233484",NA,"ENSG00000233484"
"SETP4","ENSG00000237211","ENSG00000237211"
"UBE2DNL","ENSG00000229547","ENSG00000229547"
"ENSG00000230781",NA,"ENSG00000230781"
"APOOL","ENSG00000155008","ENSG00000155008"
"SATL1","ENSG00000184788","ENSG00000184788"
"ENSG00000283446",NA,"ENSG00000283446"
"ENSG00000276391",NA,"ENSG00000276391"
"ZNF711","ENSG00000147180","ENSG00000147180"
"POF1B","ENSG00000124429","ENSG00000124429"
"SFR1P2","ENSG00000223707","ENSG00000223707"
"ENSG00000276892",NA,"ENSG00000276892"
